Date,Credit/Debit,Transaction Name,Balance
2/7/2024,-12.14,SQ *MELT BROTHERS CHER Chermside QL AUS Card xx4604 Value Date: 29/06/2024,1431.77
2/7/2024,-6.7,MEKONG CHERMSIDE Chermside QL AUS Card xx4604 Value Date: 29/06/2024,1443.91
2/7/2024,-22.9,CHERMSIDE FISH MARKET CHERMSIDE QL AUS Card xx4604 Value Date: 29/06/2024,1450.61
2/7/2024,-11.61,CHERMSIDE BUTCHER CHERMSIDE QL AUS Card xx4604 Value Date: 29/06/2024,1473.51
2/7/2024,-8.25,WOOLWORTHS 2865 WOOLLOONGABBA AU AUS Card xx4604 Value Date: 30/06/2024,1485.12
2/7/2024,-27.13,LITTLE RED DUMPLING GA ROCHEDALE SOU QL AUS Card xx4604 Value Date: 30/06/2024,1493.37
2/7/2024,-5.55,SQ *BRISBEAN COFFEE Alderley AU,1520.5
1/7/2024,-15.86,SQ *HEY MR.DUTTON PARK Dutton Park AU,1526.05
30/6/2024,-10,Le Boulangerie Amour WoolloongabbaAU,1541.91
29/6/2024,-97.49,AMPOL CHERMSIDE 11885F CHERMSIDE AUS Card xx4604 Value Date: 27/06/2024,1551.91
28/6/2024,-4.6,ALH VENUES 8098 MITCHELTON AU AUS Card xx4604 Value Date: 26/06/2024,1649.4
28/6/2024,-47.13,COLES 4547COLES 4547 CHERMSIDE AU AUS Card xx4604 Value Date: 26/06/2024,1654
28/6/2024,-4.6,ALH VENUES 8098 MITCHELTON AU AUS Card xx4604 Value Date: 26/06/2024,1701.13
28/6/2024,-20.48,CellOPark Australia Matraville NS AUS Card xx4604 Value Date: 26/06/2024,1705.73
27/6/2024,-6.71,Direct Debit 617704 PAYPAL AUSTRALIA 1035282845122,1726.21
27/6/2024,726,Salary Q GROUP 25062024VAND,1732.92
27/6/2024,-101.19,WWW.GFPEVENTS.COM.AU,1006.92
27/6/2024,-1.69,Transfer to other Bank CommBank app heres a cigarette,1108.11
27/6/2024,-6.5,MUFFIN BREAK CHERMS CHERMSIDE AU,1109.8
27/6/2024,-5.59,SQ *HEY MR.DUTTON PARK Dutton Park QL AUS Card xx4604 Value Date: 25/06/2024,1116.3
27/6/2024,-14.3,SUSHI HUB ALBERT ST BRISBANE CITY QL AUS Card xx4604 Value Date: 24/06/2024,1121.89
27/6/2024,-14.9,VIETS ROLL STREET FOOD WOOLLOONGABBA AUS Card xx4604 Value Date: 25/06/2024,1136.19
26/6/2024,-1.15,MCDONALDS BROOKSIDE MITCHELTON QLDAU,1151.09
26/6/2024,-27.93,Transfer to other Bank CommBank app food,1152.24
26/6/2024,-12.3,COLES 4430 MITCHELTON AU,1180.17
26/6/2024,-5.66,SQ *CAFFE CHERRY BEANS Chermside AU,1192.47
26/6/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 24/06/2024,1198.13
26/6/2024,-12.25,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 21/06/2024,1221.08
26/6/2024,-5.55,SQ *BRISBEAN COFFEE Alderley QL AUS Card xx4604 Value Date: 25/06/2024,1233.33
26/6/2024,-10,TRANSLINK SMARTTICKET QLD AUS Card xx4604 Value Date: 25/06/2024,1238.88
25/6/2024,-34.5,chicken of rock Fortitude ValAU,1248.88
25/6/2024,-5.59,SQ *HEY MR.DUTTON PARK Dutton Park AU,1283.38
25/6/2024,-32,JB HI FI CHERMSIDE CHERMSIDE QL AUS Card xx4604 Value Date: 20/06/2024,1288.97
25/6/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 24/06/2024,1320.97
24/6/2024,-17.02,Direct Debit 617704 PAYPAL AUSTRALIA 1035191940219,1350.97
24/6/2024,-12.75,COLES 4334 BRISBANE AU,1367.99
24/6/2024,-11,LushAustraliaPOS Brisbane AU,1380.74
24/6/2024,-23.38,SQ *HEY MR.DUTTON PARK Dutton Park AU,1391.74
23/6/2024,-5,ZARRAFFAS COFFEE GROVELY KEPERRA QLD AU Card xx4604,1415.12
23/6/2024,-88,Transfer To Christian Carbone CommBank App Happy birthday mate! -- ...,1420.12
22/6/2024,-5.6,MUFFIN BREAK CHERMS CHERMSIDE AU,1508.12
22/6/2024,-5,COLES 4547COLES 4547 CHERMSIDE AU AUS Card xx4604 Value Date: 20/06/2024,1513.72
22/6/2024,-23.5,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 20/06/2024,1518.72
21/6/2024,-10,KARAOKE CITY BRISBANE AU Card xx4604,1542.22
21/6/2024,-15.5,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,1552.22
21/6/2024,-5.55,SQ *BRISBEAN COFFEE Alderley AU,1567.72
21/6/2024,-21.32,RODE MEATS STAFFORD HEIG QL AUS Card xx4604 Value Date: 19/06/2024,1573.27
21/6/2024,-25,MED*ALDIMobile CHATSWOOD AU AUS Card xx4604 Value Date: 19/06/2024,1594.59
21/6/2024,-18,KRUSTY KRAB SEAFOODS MCDOWALL QL AUS Card xx4604 Value Date: 18/06/2024,1619.59
21/6/2024,-6.7,ZARRAFFAS COFFEE GROV KEPERRA AUS Card xx4604 Value Date: 19/06/2024,1637.59
20/6/2024,726,Salary Q GROUP 18062024VAND,1644.29
20/6/2024,-23.8,CHERMSIDE FISH MARKET CHERMSIDE QLD AU,918.29
19/6/2024,-9.16,SQ *SOUFFLE JAPANCAKES Chermside QL AUS Card xx4604 Value Date: 17/06/2024,942.09
19/6/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 17/06/2024,951.25
19/6/2024,-113.93,7-ELEVEN 4098 ASPLEY QL AUS Card xx4604 Value Date: 16/06/2024,974.2
19/6/2024,-7.98,GZ BLUE PTY LTD BRISBANE CITY AUS Card xx4604 Value Date: 14/06/2024,1088.13
18/6/2024,-5.5,CHEZ NOUS CAFE BRISBANE QL AUS Card xx4604 Value Date: 14/06/2024,1096.11
18/6/2024,-5.1,8TH MCDOWALL CAFE PTY MCDOWALL AU AUS Card xx4604 Value Date: 16/06/2024,1101.61
18/6/2024,-5.55,SQ *BRISBEAN COFFEE Alderley AU,1106.71
17/6/2024,-4.98,SQ *HEY MR.DUTTON PARK Dutton Park AU,1112.26
15/6/2024,-38.55,COLES 4547 CHERMSIDE AU AUS Card xx4604 Value Date: 13/06/2024,1117.24
14/6/2024,-7,99 Bikes Brisbane CBD Brisbane AU,1155.79
14/6/2024,-16.15,MEKONG 2 CITY PTY LTD Brisbane AU,1162.79
14/6/2024,-24.88,OFFICEWORKS 0415 ASPLEY AU AUS Card xx4604 Value Date: 12/06/2024,1178.94
14/6/2024,-11.99,GOOGLE*PLAY BOOKS G.CO/HELPPAY# AU AUS Card xx4604 Value Date: 12/06/2024,1203.82
14/6/2024,-5.3,STARBUCKS COFFEE D03 FORTITUDE VAL QL AUS Card xx4604 Value Date: 12/06/2024,1215.81
14/6/2024,-18.5,GOLD LAYERS KANGAROO POIN QL AUS Card xx4604 Value Date: 12/06/2024,1221.11
14/6/2024,-5.56,COFFEE AT THE KOMBI SOUTH BRISBAN AUS Card xx4604 Value Date: 12/06/2024,1239.61
13/6/2024,507,Salary Q GROUP 11062024VAND,1245.17
13/6/2024,-5.6,MUFFIN BREAK CHERMS CHERMSIDE AU,738.17
13/6/2024,-14.97,TEMU.COM PARRAMATTA NS AUS Card xx4604 Value Date: 11/06/2024,743.77
13/6/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 12/06/2024,758.74
12/6/2024,-14,8TH MCDOWALL CAFE PTY MCDOWALL AU AUS Card xx4604 Value Date: 10/06/2024,788.74
12/6/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 10/06/2024,802.74
12/6/2024,-7.86,YO GET IT QLD CHERMSIDE QL AUS Card xx4604 Value Date: 09/06/2024,825.69
11/6/2024,-4.5,Krispy Kreme Albert St 131 Queen StrAU,833.55
11/6/2024,-21,ZAIHOU PTY LTD BRISBANE CITYAU Card xx4604,838.05
11/6/2024,-12,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 07/06/2024,859.05
11/6/2024,-17.5,KRUSTY KRAB SEAFOODS MCDOWALL QL AUS Card xx4604 Value Date: 06/06/2024,871.05
11/6/2024,-39.75,COLES EXPRESS 1860 WINDSOR AU AUS Card xx4604 Value Date: 09/06/2024,888.55
11/6/2024,-15.6,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 09/06/2024,928.3
11/6/2024,-4,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 09/06/2024,943.9
11/6/2024,-5.55,SQ *BRISBEAN COFFEE Alderley AU,947.9
10/6/2024,-23.9,Nandos_AU_Pinpads Newmarket AU,953.45
10/6/2024,-5.94,UQU Bakery St Lucia AU,977.35
10/6/2024,-5.08,UQU Bakery St Lucia AU,983.29
10/6/2024,-14.14,DRAKE SUPERMARKETS M MCDOWALL AU,988.37
9/6/2024,-24.2,GYG WF Chermside Chermside AU,1002.51
9/6/2024,-6.65,Chatime UQ St Lucia St Lucia AU,1026.71
9/6/2024,-18.5,Espresso Garage South BrisbanAU,1033.36
9/6/2024,-5.56,COFFEE AT THE KOMBI SOUTH BRISBAN QLD AU,1051.86
8/6/2024,-26.24,SQ *SAINT LUCY CAFFE St lucia AU,1057.42
8/6/2024,-5.3,BAR MERLO UQ BRISBANE AU,1083.66
8/6/2024,-3.7,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 06/06/2024,1088.96
7/6/2024,-90.99,URBAN THAI MASSAGE & SPA BRISBANE QLD AU,1092.66
7/6/2024,-5.59,SQ *HEY MR.DUTTON PARK Dutton Park AU,1183.65
7/6/2024,-6.56,SQ *BRISBEAN COFFEE Alderley AU,1189.24
7/6/2024,-4.4,ALH VENUES 8098 MITCHELTON AU AUS Card xx4604 Value Date: 05/06/2024,1195.8
7/6/2024,-4.2,ALH VENUES 8098 MITCHELTON AU AUS Card xx4604 Value Date: 05/06/2024,1200.2
7/6/2024,-4.58,KENKO SUSHI HOUSE ST LUCIA AU AUS Card xx4604 Value Date: 05/06/2024,1204.4
7/6/2024,-11.2,BAR MERLO UQ BRISBANE QL AUS Card xx4604 Value Date: 05/06/2024,1208.98
7/6/2024,-13,Guzman y Gomez St Lucia QL AUS Card xx4604 Value Date: 05/06/2024,1220.18
7/6/2024,-36.62,WWW.ALHGROUP.COM* ME&U SYDNEY NS AUS Card xx4604 Value Date: 05/06/2024,1233.18
6/6/2024,-19.17,DRAKE SUPERMARKETS M MCDOWALL AU,1269.8
6/6/2024,-1,KRUSTY KRAB SEAFOODS MCDOWALL QLD AU,1288.97
6/6/2024,-5.1,SQ *SMOKIN JOES ESPRES Everton Park AU,1289.97
6/6/2024,-14.6,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 03/06/2024,1295.07
6/6/2024,-4.74,OFFICEWORKS 0415 ASPLEY AU AUS Card xx4604 Value Date: 04/06/2024,1309.67
5/6/2024,-17,UQ SPORT LTD ST LUCIA AU,1314.41
5/6/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 03/06/2024,1331.41
5/6/2024,-6,ZARRAFFAS COFFEE GROV KEPERRA AUS Card xx4604 Value Date: 02/06/2024,1354.36
4/6/2024,-6.45,MCDONALDS DT 0306 KEPERRA QLDAU,1360.36
4/6/2024,-6,ZARRAFFAS COFFEE GROVELY KEPERRA QLD AU Card xx4604,1366.81
4/6/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 30/05/2024,1372.81
4/6/2024,-53.2,7 ELEVEN 4229 EVERTON HILLS QL AUS Card xx4604 Value Date: 01/06/2024,1379.45
4/6/2024,-14.6,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 01/06/2024,1432.65
1/6/2024,-38.88,Transfer to xx6073 CommBank app,1447.25
1/6/2024,38.88,Transfer from xx3679 CommBank app,1486.13
31/5/2024,-21580,Transfer to xx6073 NetBank,1447.25
31/5/2024,21579.36,Transfer from xx3679 NetBank,23027.25
31/5/2024,-6,ZARRAFFAS COFFEE GROVELY KEPERRA QLD AU Card xx4604,1447.89
31/5/2024,-5,Marketcart Herston AU AUS Card xx4604 Value Date: 29/05/2024,1453.89
31/5/2024,-14.13,YUMMO SUSHI SOUTH BRISBAN QL AUS Card xx4604 Value Date: 29/05/2024,1458.89
30/5/2024,-1500,Transfer to xx3679 NetBank,1473.02
30/5/2024,-19.95,UPDOC.COM.AU -KNPAGPWR,2973.02
30/5/2024,-11.9,Guzman y Gomez ACD Albany Creek AU,2992.97
30/5/2024,-12.9,Guzman y Gomez St Lucia QL AUS Card xx4604 Value Date: 29/05/2024,3004.87
29/5/2024,726,Salary Q GROUP 28052024VAND,3017.77
29/5/2024,-105.99,SUPER CHEAP AUTO EVE EVERTON PARK QL AUS Card xx4604 Value Date: 27/05/2024,2291.77
29/5/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 27/05/2024,2397.76
29/5/2024,-27.08,CellOPark Australia Matraville NS AUS Card xx4604 Value Date: 27/05/2024,2420.71
28/5/2024,-21,ZAIHOU PTY LTD BRISBANE CITYAU Card xx4604,2447.79
28/5/2024,-13.01,SQ *HEY MR.DUTTON PARK Dutton Park AU,2468.79
28/5/2024,-8.9,CHERMSIDE BUTCHER CHERMSIDE QL AUS Card xx4604 Value Date: 25/05/2024,2481.8
28/5/2024,-5.55,SQ *BRISBEAN COFFEE Alderley AU,2490.7
27/5/2024,-14.13,SQ *HEY MR.DUTTON PARK Dutton Park AU,2496.25
27/5/2024,-4.98,SQ *HEY MR.DUTTON PARK Dutton Park AU,2510.38
27/5/2024,-13.62,SQ *BRISBEAN COFFEE Alderley AU,2515.36
26/5/2024,-4.56,SQ *SAINT LUCY CAFFE St lucia AU,2528.98
26/5/2024,-2.65,DAN DAN DRINKS PTY LTD Middle ParQLDAU,2533.54
26/5/2024,-1.25,IGA ST LUCIA ST LUCIA AU Card xx4604,2536.19
26/5/2024,-26.7,YINGHONG ZHANG ST LUCIA QLD AU Card xx4604,2537.44
25/5/2024,-3.6,COLES 4547 CHERMSIDE AU,2564.14
25/5/2024,-5,Cafe 641.5 Chermside Chermside AU,2567.74
25/5/2024,-6.5,Cafe 641.5 Chermside Chermside AU,2572.74
25/5/2024,-5.5,SQ *COFFEE BARRE Aspley AU,2579.24
25/5/2024,-5.4,BOOKMARK CAFE ST LUCIA QL AUS Card xx4604 Value Date: 23/05/2024,2584.74
24/5/2024,-2.5,Gecko Vending - Wararb Wamuran QLDAU,2590.14
24/5/2024,-18.09,SQ *HEY MR.DUTTON PARK Dutton Park AU,2592.64
23/5/2024,-19.95,UPDOC.COM.AU -KNPAGPWR,2610.73
23/5/2024,-13.62,SQ *BRISBEAN COFFEE Alderley AU,2630.68
22/5/2024,726,Salary Q GROUP 21052024VAND,2644.3
22/5/2024,-14.17,UQU Main Refectory St Lucia AU,1918.3
22/5/2024,-9.2,LAKESIDE ENTERPRISES UNIVERSITY OFAU Card xx4604,1932.47
22/5/2024,-21,LAKESIDE ENTERPRISES UNIVERSITY OFAU Card xx4604,1941.67
22/5/2024,-19,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 20/05/2024,1962.67
22/5/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 20/05/2024,1981.67
22/5/2024,-5.4,7-ELEVEN 4098 ASPLEY QL AUS Card xx4604 Value Date: 19/05/2024,2004.62
22/5/2024,-100.11,CALTEX EVERTON PARK EVERTON PARK AUS Card xx4604 Value Date: 18/05/2024,2010.02
22/5/2024,-5.99,THE STANDARD MARKET C SOUTHPORT AUS Card xx4604 Value Date: 19/05/2024,2110.13
22/5/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 21/05/2024,2116.12
21/5/2024,-4.2,DRAKE SUPERMARKETS M MCDOWALL AU,2146.12
21/5/2024,-1.1,MCDONALDS CENTRAL BRISBANE CITYQLDAU,2150.32
21/5/2024,-1.1,MCDONALDS CENTRAL BRISBANE CITYQLDAU,2151.42
21/5/2024,-15.8,CHAPTER 3 BRISBANE CITY AU,2152.52
21/5/2024,-2.5,Gecko Vending - Wararb Wamuran QLDAU,2168.32
21/5/2024,-5.59,SQ *HEY MR.DUTTON PARK Dutton Park AU,2170.82
21/5/2024,-4.45,Microsoft*Store Sydney AU AUS Card xx4604 Value Date: 18/05/2024,2176.41
21/5/2024,-62.99,SUPER CHEAP AUTO CHERMSIDE QL AUS Card xx4604 Value Date: 18/05/2024,2180.86
21/5/2024,-21.69,SUPER CHEAP AUTO KEPERRA QL AUS Card xx4604 Value Date: 18/05/2024,2243.85
21/5/2024,-25,MED*ALDIMobile CHATSWOOD AU AUS Card xx4604 Value Date: 19/05/2024,2265.54
21/5/2024,-13.62,SQ *BRISBEAN COFFEE Alderley AU,2290.54
20/5/2024,-169,99 Bikes Everton Park Everton Park AU,2304.16
20/5/2024,-5.08,SQ *HEY MR.DUTTON PARK Dutton Park AU,2473.16
20/5/2024,-2.5,Gecko Vending - Wararb Wamuran QLDAU,2478.24
20/5/2024,-2.54,SQ *HEY MR.DUTTON PARK Dutton Park AU,2480.74
20/5/2024,-13.62,SQ *BRISBEAN COFFEE Alderley AU,2483.28
18/5/2024,-68.9,BLURB HOLDINGS PTY L SURFERS PARA AU,2496.9
18/5/2024,-0.45,BP LOGAN MOTOWAY695 LARAPINTA AU,2565.8
18/5/2024,-6,ZARRAFFAS COFFEE GROVELY KEPERRA QLD AU Card xx4604,2566.25
18/5/2024,-5.3,BAR MERLO UQ BRISBANE QL AUS Card xx4604 Value Date: 16/05/2024,2572.25
18/5/2024,-8.6,SUSHI HUB ALBERT ST BRISBANE CITY QL AUS Card xx4604 Value Date: 15/05/2024,2577.55
17/5/2024,-6.9,Krispy Kreme Albert St 131 Queen StrAU,2586.15
17/5/2024,-23.5,ZAIHOU PTY LTD BRISBANE CITYAU Card xx4604,2593.05
17/5/2024,-8.07,SQ *BRISBEAN COFFEE Alderley AU,2616.55
17/5/2024,-6.56,SQ *BRISBEAN COFFEE Alderley AU,2624.62
17/5/2024,-4,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 15/05/2024,2631.18
17/5/2024,-12.1,UQU Main Refectory St Lucia QL AUS Card xx4604 Value Date: 16/05/2024,2635.18
17/5/2024,-5.35,THE UNIVERSITY OF QU ST LUCIA AUS Card xx4604 Value Date: 16/05/2024,2647.28
16/5/2024,-9.6,UQU Main Refectory St Lucia AU,2652.63
16/5/2024,-8.48,UQU Bakery St Lucia AU,2662.23
16/5/2024,-7.93,SQ *HEY MR.DUTTON PARK Dutton Park QL AUS Card xx4604 Value Date: 14/05/2024,2670.71
15/5/2024,726,Salary Q GROUP 14052024VAND,2678.64
15/5/2024,-4.5,Krispy Kreme Albert St 131 Queen StrAU,1952.64
15/5/2024,-7.54,UQU Main Refectory St Lucia AU,1957.14
15/5/2024,-5.55,SQ *BRISBEAN COFFEE Alderley AU,1964.68
15/5/2024,-5.3,BAR MERLO UQ BRISBANE QL AUS Card xx4604 Value Date: 11/05/2024,1970.23
15/5/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 13/05/2024,1975.53
15/5/2024,-8.8,SUSHI HUB ALBERT ST BRISBANE CITY QL AUS Card xx4604 Value Date: 12/05/2024,1998.48
15/5/2024,1738.08,Return UNITED1623873508600 CONTINENTAL AU AUS Card xx4604 Value Date: 11/05/2024,2007.28
14/5/2024,-13,CHEZ NOUS CAFE BRISBANE QL AUS Card xx4604 Value Date: 10/05/2024,269.2
14/5/2024,-8.17,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 10/05/2024,282.2
14/5/2024,-1.25,WOOLWORTHS 2583 STAFFORD AU AUS Card xx4604 Value Date: 11/05/2024,290.37
14/5/2024,-6.1,THE BAGEL BOYS PTY LTD ST LUCIA AU AUS Card xx4604 Value Date: 11/05/2024,291.62
14/5/2024,-4,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 11/05/2024,297.72
14/5/2024,-1738.08,UNITED1623873508600 CONTINENTAL AU AUS Card xx4604 Value Date: 10/05/2024,301.72
13/5/2024,-11.1,DRAKE SUPERMARKETS M MCDOWALL AU,2039.8
13/5/2024,-8.13,SQ *HEY MR.DUTTON PARK Dutton Park AU,2050.9
12/5/2024,-79,Lululemon Brisbane AU,2059.03
12/5/2024,-52.9,Nutrition Warehouse Brisbane AU,2138.03
12/5/2024,-7.5,STARBUCKS COFFEE D00 BRISBANE AU,2190.93
12/5/2024,-11.05,STARBUCKS COFFEE D02 BRISBANE AU,2198.43
11/5/2024,-24,KMART 1275 STAFFORD AU,2209.48
10/5/2024,-17.98,Thai Street Kitchen Brisbane AU,2233.48
10/5/2024,-29.9,FEATHER.COM.AU KINCUMBER NS AUS Card xx4604 Value Date: 08/05/2024,2251.46
10/5/2024,-16.67,THE BAGEL BOYS PTY LTD ST LUCIA AU AUS Card xx4604 Value Date: 08/05/2024,2281.36
10/5/2024,-4,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 08/05/2024,2298.03
10/5/2024,-14.3,SUSHI HUB ALBERT ST BRISBANE CITY QL AUS Card xx4604 Value Date: 07/05/2024,2302.03
10/5/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 08/05/2024,2316.33
9/5/2024,30,Fast Transfer From LOURDES VAN DER NEUT Food,2346.33
9/5/2024,-6,ZARRAFFAS COFFEE GROVELY KEPERRA QLD AU Card xx4604,2316.33
9/5/2024,-29.4,KFC ASPLEY ASPLEY QL AUS Card xx4604 Value Date: 06/05/2024,2322.33
9/5/2024,-11.98,MR TOYS TOYWORLD ASPLEY QL AUS Card xx4604 Value Date: 06/05/2024,2351.73
8/5/2024,-1.1,MCDONALDS QUEEN ST BRISBANE QLDAU,2363.71
8/5/2024,-24.1,ZAIHOU PTY LTD BRISBANE CITYAU Card xx4604,2364.81
8/5/2024,521.38,Salary Q GROUP 07052024VAND,2388.91
8/5/2024,-17,UQ SPORT LTD ST LUCIA AU,1867.53
8/5/2024,-6.08,UQ STORE PTY LTD St Lucia AU,1884.53
8/5/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 06/05/2024,1890.61
8/5/2024,-61,Bulk Nutrients 61362664725 TA AUS Card xx4604 Value Date: 05/05/2024,1913.56
7/5/2024,-17.18,SQ *HEY MR.DUTTON PARK Dutton Park AU,1974.56
7/5/2024,-46.77,WWW.ALHGROUP.COM* ME&U SYDNEY NS AUS Card xx4604 Value Date: 03/05/2024,1991.74
7/5/2024,-33.5,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 05/05/2024,2038.51
7/5/2024,-17.04,HAROL'S ESPRESSO PTY Brisbane CityAU,2072.01
5/5/2024,-6,ZARRAFFAS COFFEE GROVELY KEPERRA QLD AU Card xx4604,2089.05
4/5/2024,-16.67,THE BAGEL BOYS PTY LTD ST LUCIA AU AUS Card xx4604 Value Date: 02/05/2024,2095.05
4/5/2024,-4.7,BAR MERLO UQ BRISBANE QL AUS Card xx4604 Value Date: 02/05/2024,2111.72
4/5/2024,-5.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 01/05/2024,2116.42
4/5/2024,-50.17,COLES EXPRESS 1775 ASPLEY AU AUS Card xx4604 Value Date: 02/05/2024,2122.06
3/5/2024,-17.9,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,2172.23
3/5/2024,-14.03,SQ *HEY MR.DUTTON PARK Dutton Park AU,2190.13
3/5/2024,-3.75,DRAKE SUPERMARKETS M MCDOWALL AUS Card xx4604 Value Date: 30/04/2024,2204.16
2/5/2024,278,Salary Q GROUP 30042024VAND,2207.91
2/5/2024,-11.1,Boost Albert Street Brisbane AU,1929.91
2/5/2024,-13.4,CHEZ NOUS CAFE BRISBANE QL AUS Card xx4604 Value Date: 30/04/2024,1941.01
2/5/2024,-10,SUSHI TRAIN ASPLEY ASPLEY QL AUS Card xx4604 Value Date: 29/04/2024,1954.41
1/5/2024,507,Salary Q GROUP 30042024VAND,1964.41
1/5/2024,-5.4,7-ELEVEN 4166 ASPLEY QL AUS Card xx4604 Value Date: 29/04/2024,1457.41
1/5/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 29/04/2024,1462.81
1/5/2024,-5,FITNESS CARTEL ASPLE ASPLEY QL AUS Card xx4604 Value Date: 27/04/2024,1485.76
1/5/2024,-4.79,SMITHAM BREWERY PTY MURARRIE AUS Card xx4604 Value Date: 27/04/2024,1490.76
1/5/2024,-48.64,SMITHAM BREWERY PTY MURARRIE AUS Card xx4604 Value Date: 27/04/2024,1495.55
1/5/2024,-6.2,FOSTER & BLACK P/L CHERMSIDE QL AUS Card xx4604 Value Date: 28/04/2024,1544.19
30/4/2024,-5.79,SQ *BREADTOP MYER CENT Brisbane City AU,1550.39
30/4/2024,-16.25,MEKONG 2 CITY PTY LTD Brisbane AU,1556.18
30/4/2024,-27,Thalassina West End QL AUS Card xx4604 Value Date: 26/04/2024,1572.43
30/4/2024,-3.5,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 26/04/2024,1599.43
30/4/2024,-5.3,BAR MERLO UQ BRISBANE QL AUS Card xx4604 Value Date: 26/04/2024,1602.93
30/4/2024,-15.6,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 25/04/2024,1608.23
30/4/2024,-5.7,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 25/04/2024,1623.83
30/4/2024,-34.35,MCDONALDS DT 1040 MILTON AUS Card xx4604 Value Date: 25/04/2024,1629.53
